BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,LAST_MOD_DATE,LAST_MOD_TIME,LAST_CERT_DATE,LAST_CERT_TIME,ADDCORR_FLG,ADDCORR_DATE
201302,1,0,201302,28,2359,71567,430371,OKLAHOMA,40,2013,February,Drought,Z,17,BLAINE,OUN,0,0,0,0,,,Drought Monitor,,99999999,9999,20130513,1502,,
201302,1,0,201302,28,2359,71567,430370,OKLAHOMA,40,2013,February,Drought,Z,21,BECKHAM,OUN,0,0,0,0,,,Drought Monitor,,99999999,9999,20130513,1502,,
201302,1,0,201302,28,2359,71278,428247,TEXAS,48,2013,February,Drought,Z,96,RED RIVER,SHV,0,0,0,0,0.00K,0.00K,Drought Monitor,,99999999,9999,20130501,943,,
201302,1,0,201302,28,2359,71277,428246,ARKANSAS,5,2013,February,Drought,Z,50,SEVIER,SHV,0,0,0,0,0.00K,0.00K,Drought Monitor,,99999999,9999,20130501,943,,
201302,1,0,201302,28,2359,71277,428245,ARKANSAS,5,2013,February,Drought,Z,59,LITTLE RIVER,SHV,0,0,0,0,0.00K,0.00K,Drought Monitor,,99999999,9999,20130501,943,,
201302,1,0,201302,28,2359,71277,428244,ARKANSAS,5,2013,February,Drought,Z,51,HOWARD,SHV,0,0,0,0,0.00K,0.00K,Drought Monitor,,99999999,9999,20130501,943,,
201302,1,0,201302,28,2359,71276,428243,OKLAHOMA,40,2013,February,Drought,Z,77,MCCURTAIN,SHV,0,0,0,0,0.00K,0.00K,Drought Monitor,,99999999,9999,20130501,943,,
201302,1,0,201302,28,2359,72192,435437,SOUTH DAKOTA,46,2013,February,Drought,Z,50,GREGORY,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72192,435436,SOUTH DAKOTA,46,2013,February,Drought,Z,64,DOUGLAS,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,71601,435146,TEXAS,48,2013,February,Drought,Z,134,ELLIS,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,431744,TEXAS,48,2013,February,Drought,Z,116,PALO PINTO,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,435143,TEXAS,48,2013,February,Drought,Z,132,SOMERVELL,FWD,0,0,0,0,0.00K,1.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,435142,TEXAS,48,2013,February,Drought,Z,131,HOOD,FWD,0,0,0,0,0.00K,1.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,435141,TEXAS,48,2013,February,Drought,Z,130,ERATH,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,435140,TEXAS,48,2013,February,Drought,Z,129,EASTLAND,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71901,433155,TEXAS,48,2013,February,Drought,Z,192,TRAVIS,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,28,2359,71901,433138,TEXAS,48,2013,February,Drought,Z,224,DE WITT,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,28,2359,71002,432408,OKLAHOMA,40,2013,February,Drought,Z,66,OKMULGEE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1806,20130426,1825,,
201302,1,0,201302,28,2359,71002,432409,OKLAHOMA,40,2013,February,Drought,Z,54,OSAGE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1806,20130426,1825,,
201302,1,0,201302,28,2359,71002,432407,OKLAHOMA,40,2013,February,Drought,Z,65,OKFUSKEE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1806,20130426,1825,,
201302,1,0,201302,28,2359,71001,432390,ARKANSAS,5,2013,February,Drought,Z,20,FRANKLIN,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1805,20130426,1825,,
201302,1,0,201302,28,2359,71001,432389,ARKANSAS,5,2013,February,Drought,Z,19,CRAWFORD,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1805,20130426,1825,,
201302,1,0,201302,28,2359,71001,432388,ARKANSAS,5,2013,February,Drought,Z,2,CARROLL,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1805,20130426,1825,,
201302,1,0,201302,28,2359,71001,432387,ARKANSAS,5,2013,February,Drought,Z,1,BENTON,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1805,20130426,1825,,
201302,1,0,201302,28,2359,72273,436169,SOUTH DAKOTA,46,2013,February,Drought,Z,51,BUFFALO,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72273,436168,SOUTH DAKOTA,46,2013,February,Drought,Z,37,HAND,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72273,436167,SOUTH DAKOTA,46,2013,February,Drought,Z,36,HYDE,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,71334,428748,NEBRASKA,31,2013,February,Drought,Z,23,GRANT,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428746,NEBRASKA,31,2013,February,Drought,Z,22,GARDEN,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428751,NEBRASKA,31,2013,February,Drought,Z,24,HOOKER,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428749,NEBRASKA,31,2013,February,Drought,Z,70,HAYES,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,26,0,71116,427469,GEORGIA,13,2013,February,Drought,Z,142,EARLY,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427468,GEORGIA,13,2013,February,Drought,Z,125,DOUGHERTY,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427467,GEORGIA,13,2013,February,Drought,Z,156,DECATUR,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427466,GEORGIA,13,2013,February,Drought,Z,147,COOK,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427465,GEORGIA,13,2013,February,Drought,Z,146,COLQUITT,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427464,GEORGIA,13,2013,February,Drought,Z,121,CLAY,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427463,GEORGIA,13,2013,February,Drought,Z,123,CALHOUN,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427462,GEORGIA,13,2013,February,Drought,Z,159,BROOKS,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427461,GEORGIA,13,2013,February,Drought,Z,148,BERRIEN,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427460,GEORGIA,13,2013,February,Drought,Z,130,BEN HILL,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,26,0,71116,427459,GEORGIA,13,2013,February,Drought,Z,144,BAKER,TAE,0,0,0,0,,,Drought Monitor,,20130301,1526,20130429,942,,
201302,1,0,201302,28,2359,71568,430367,TEXAS,48,2013,February,Drought,Z,85,WILBARGER,OUN,0,0,0,0,,,Drought Monitor,,99999999,9999,20130513,1502,,
201302,1,0,201302,28,2359,71568,430364,TEXAS,48,2013,February,Drought,Z,87,KNOX,OUN,0,0,0,0,0.00K,0.00K,Drought Monitor,,99999999,9999,20130513,1502,,
201302,1,0,201302,28,2359,71568,430361,TEXAS,48,2013,February,Drought,Z,83,HARDEMAN,OUN,0,0,0,0,,,Drought Monitor,,99999999,9999,20130513,1502,,
201302,1,0,201302,28,2359,71568,430359,TEXAS,48,2013,February,Drought,Z,84,FOARD,OUN,0,0,0,0,,,Drought Monitor,,99999999,9999,20130513,1502,,
201302,1,0,201302,28,2359,71568,430358,TEXAS,48,2013,February,Drought,Z,90,CLAY,OUN,0,0,0,0,,,Drought Monitor,,99999999,9999,20130513,1502,,
201302,1,0,201302,28,2359,71568,430357,TEXAS,48,2013,February,Drought,Z,88,BAYLOR,OUN,0,0,0,0,,,Drought Monitor,,99999999,9999,20130513,1502,,
201302,1,0,201302,28,2359,71322,428630,NEBRASKA,31,2013,February,Drought,Z,16,ANTELOPE,OAX,0,0,0,0,0.00K,0.00K,Drought Monitor,,99999999,9999,20130506,1402,,
201302,1,0,201302,28,2359,72195,435472,NEBRASKA,31,2013,February,Drought,Z,13,DIXON,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72195,435471,NEBRASKA,31,2013,February,Drought,Z,14,DAKOTA,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72194,435470,IOWA,19,2013,February,Drought,Z,31,WOODBURY,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72192,435435,SOUTH DAKOTA,46,2013,February,Drought,Z,59,DAVISON,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72192,435434,SOUTH DAKOTA,46,2013,February,Drought,Z,70,CLAY,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72451,436916,MINNESOTA,27,2013,February,Drought,Z,39,TRAVERSE,ABR,0,0,0,0,,,Drought Monitor,,99999999,9999,20130426,922,,
201302,1,0,201302,28,2359,72451,436915,MINNESOTA,27,2013,February,Drought,Z,46,BIG STONE,ABR,0,0,0,0,,,Drought Monitor,,99999999,9999,20130426,922,,
201302,1,0,201302,28,2359,71601,431464,TEXAS,48,2013,February,Drought,Z,115,STEPHENS,FWD,0,0,0,0,0.00K,5.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,431459,TEXAS,48,2013,February,Drought,Z,104,COLLIN,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,431458,TEXAS,48,2013,February,Drought,Z,103,DENTON,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,431456,TEXAS,48,2013,February,Drought,Z,101,JACK,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,431454,TEXAS,48,2013,February,Drought,Z,100,YOUNG,FWD,0,0,0,0,0.00K,5.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71901,433154,TEXAS,48,2013,February,Drought,Z,185,REAL,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,28,2359,71901,433137,TEXAS,48,2013,February,Drought,Z,206,COMAL,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,28,2359,71002,432405,OKLAHOMA,40,2013,February,Drought,Z,70,MUSKOGEE,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1806,20130426,1825,,
201302,1,0,201302,28,2359,71002,432406,OKLAHOMA,40,2013,February,Drought,Z,56,NOWATA,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1806,20130426,1825,,
201302,1,0,201302,28,2359,71002,432404,OKLAHOMA,40,2013,February,Drought,Z,71,MCINTOSH,TSA,0,0,0,0,0.00K,0.00K,Official NWS Observations,,20130426,1806,20130426,1825,,
201302,1,0,201302,28,2359,72003,433807,KANSAS,20,2013,February,Drought,Z,72,ALLEN,ICT,0,0,0,0,,,Drought Monitor,,20130512,2,20130515,1636,,
201302,1,0,201302,28,2359,72003,433808,KANSAS,20,2013,February,Drought,Z,96,NEOSHO,ICT,0,0,0,0,,,Drought Monitor,,20130512,3,20130515,1636,,
201302,1,0,201302,28,2359,72273,436166,SOUTH DAKOTA,46,2013,February,Drought,Z,17,FAULK,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72273,436154,SOUTH DAKOTA,46,2013,February,Drought,Z,10,EDMUNDS,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72273,436153,SOUTH DAKOTA,46,2013,February,Drought,Z,5,MCPHERSON,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72192,435440,SOUTH DAKOTA,46,2013,February,Drought,Z,52,JERAULD,FSD,0,0,0,0,,,Drought Monitor,,20130419,2201,20130429,1302,,
201302,1,0,201302,28,2359,71334,428747,NEBRASKA,31,2013,February,Drought,Z,28,GARFIELD,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428745,NEBRASKA,31,2013,February,Drought,Z,71,FRONTIER,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428744,NEBRASKA,31,2013,February,Drought,Z,5,EASTERN CHERRY,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428743,NEBRASKA,31,2013,February,Drought,Z,56,DEUEL,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71568,430355,TEXAS,48,2013,February,Drought,Z,89,ARCHER,OUN,0,0,0,0,,,Drought Monitor,,99999999,9999,20130513,1502,,
201302,1,0,201302,28,2359,72194,435469,IOWA,19,2013,February,Drought,Z,12,SIOUX,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72194,435468,IOWA,19,2013,February,Drought,Z,20,PLYMOUTH,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72194,435467,IOWA,19,2013,February,Drought,Z,2,OSCEOLA,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72192,435433,SOUTH DAKOTA,46,2013,February,Drought,Z,63,CHARLES MIX,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72192,435432,SOUTH DAKOTA,46,2013,February,Drought,Z,57,BRULE,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,71601,431457,TEXAS,48,2013,February,Drought,Z,102,WISE,FWD,0,0,0,0,0.00K,0.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,430820,TEXAS,48,2013,February,Drought,Z,92,COOKE,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,430835,TEXAS,48,2013,February,Drought,Z,95,LAMAR,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,430834,TEXAS,48,2013,February,Drought,Z,94,FANNIN,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71601,430825,TEXAS,48,2013,February,Drought,Z,93,GRAYSON,FWD,0,0,0,0,0.00K,2.00K,Drought Monitor,,99999999,9999,20130425,1319,,
201302,1,0,201302,28,2359,71901,433153,TEXAS,48,2013,February,Drought,Z,217,MAVERICK,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,28,2359,71901,433136,TEXAS,48,2013,February,Drought,Z,208,CALDWELL,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,28,2359,72273,436151,SOUTH DAKOTA,46,2013,February,Drought,Z,48,LYMAN,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72273,436150,SOUTH DAKOTA,46,2013,February,Drought,Z,35,HUGHES,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72273,436149,SOUTH DAKOTA,46,2013,February,Drought,Z,34,SULLY,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72412,436688,TEXAS,48,2013,February,Drought,Z,241,JIM WELLS,CRP,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130424,2324,20130425,50,,
201302,1,0,201302,28,2359,72192,435431,SOUTH DAKOTA,46,2013,February,Drought,Z,40,BROOKINGS,FSD,0,0,0,0,,,Drought Monitor,,20130419,2200,20130429,1302,,
201302,1,0,201302,28,2359,71334,428739,NEBRASKA,31,2013,February,Drought,Z,7,BOYD,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428742,NEBRASKA,31,2013,February,Drought,Z,38,CUSTER,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428741,NEBRASKA,31,2013,February,Drought,Z,69,CHASE,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428740,NEBRASKA,31,2013,February,Drought,Z,8,BROWN,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,500,201302,1,900,72250,435689,MARYLAND,24,2013,February,Winter Weather,Z,14,ANNE ARUNDEL,LWX,0,0,0,0,0.00K,0.00K,Trained Spotter,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72250,435688,MARYLAND,24,2013,February,Winter Weather,Z,13,PRINCE GEORGES,LWX,0,0,0,0,0.00K,0.00K,CoCoRaHS,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72250,436363,MARYLAND,24,2013,February,Winter Weather,Z,4,FREDERICK,LWX,0,0,0,0,0.00K,0.00K,Trained Spotter,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72250,436362,MARYLAND,24,2013,February,Winter Weather,Z,6,NORTHERN BALTIMORE,LWX,0,0,0,0,0.00K,0.00K,Trained Spotter,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72250,435690,MARYLAND,24,2013,February,Winter Weather,Z,16,CHARLES,LWX,0,0,0,0,0.00K,0.00K,NWS Employee,,99999999,9999,20130508,307,,
201302,1,0,201302,28,2359,72194,435466,IOWA,19,2013,February,Drought,Z,13,O'BRIEN,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72194,435465,IOWA,19,2013,February,Drought,Z,1,LYON,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72194,435464,IOWA,19,2013,February,Drought,Z,32,IDA,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,71901,433152,TEXAS,48,2013,February,Drought,Z,171,LLANO,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,28,2359,71901,433135,TEXAS,48,2013,February,Drought,Z,172,BURNET,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,12,2359,72334,436739,ALABAMA,1,2013,February,Drought,Z,35,CHILTON,BMX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130501,540,20130508,939,,
201302,1,0,201302,26,2359,72334,436738,ALABAMA,1,2013,February,Drought,Z,29,RANDOLPH,BMX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130501,540,20130508,939,,
201302,1,0,201302,26,2359,72334,436737,ALABAMA,1,2013,February,Drought,Z,38,CHAMBERS,BMX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130501,540,20130508,939,,
201302,1,0,201302,28,2359,72273,436146,SOUTH DAKOTA,46,2013,February,Drought,Z,4,CAMPBELL,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72273,436148,SOUTH DAKOTA,46,2013,February,Drought,Z,16,POTTER,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72273,436147,SOUTH DAKOTA,46,2013,February,Drought,Z,9,WALWORTH,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
201302,1,0,201302,28,2359,72412,436687,TEXAS,48,2013,February,Drought,Z,242,KLEBERG,CRP,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130424,2324,20130425,50,,
201302,1,0,201302,1,700,71754,432149,KENTUCKY,21,2013,February,Winter Weather,Z,118,LETCHER,JKL,0,0,0,0,,,Trained Spotter,,20130330,936,20130330,950,,
201302,1,0,201302,1,700,71754,432150,KENTUCKY,21,2013,February,Winter Weather,Z,120,PIKE,JKL,0,0,0,0,,,Public,,20130330,936,20130330,950,,
201302,1,900,201302,2,1000,71583,430493,MICHIGAN,26,2013,February,Lake-Effect Snow,Z,50,MUSKEGON,GRR,0,0,0,0,0.00K,0.00K,Emergency Manager,,20130326,1324,20130327,1041,,
201302,1,900,201302,2,0,71583,430492,MICHIGAN,26,2013,February,Lake-Effect Snow,Z,57,KENT,GRR,0,0,0,0,0.00K,0.00K,Emergency Manager,,20130326,1324,20130327,1041,,
201302,1,0,201302,28,2359,71567,430400,OKLAHOMA,40,2013,February,Drought,Z,11,MAJOR,OUN,0,0,0,0,,,Drought Monitor,,20130326,1032,20130513,1502,,
201302,1,0,201302,28,2359,71334,428738,NEBRASKA,31,2013,February,Drought,Z,26,BLAINE,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71334,428737,NEBRASKA,31,2013,February,Drought,Z,35,ARTHUR,LBF,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130312,1108,20130328,1127,,
201302,1,0,201302,28,2359,71207,427809,ARKANSAS,5,2013,February,Flood,C,147,WOODRUFF,LZK,0,0,0,0,2.00K,0.00K,River/Stream Gage,,20130305,1352,20130305,1354,,
201302,1,500,201302,1,900,72250,435687,MARYLAND,24,2013,February,Winter Weather,Z,11,SOUTHERN BALTIMORE,LWX,0,0,0,0,0.00K,0.00K,Trained Spotter,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72250,435686,MARYLAND,24,2013,February,Winter Weather,Z,10,HOWARD,LWX,0,0,0,0,0.00K,0.00K,Trained Spotter,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72250,435685,MARYLAND,24,2013,February,Winter Weather,Z,9,MONTGOMERY,LWX,0,0,0,0,0.00K,0.00K,CoCoRaHS,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72251,435684,VIRGINIA,51,2013,February,Winter Weather,Z,56,SPOTSYLVANIA,LWX,0,0,0,0,0.00K,0.00K,CoCoRaHS,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72251,435683,VIRGINIA,51,2013,February,Winter Weather,Z,55,STAFFORD,LWX,0,0,0,0,0.00K,0.00K,CoCoRaHS,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72251,435682,VIRGINIA,51,2013,February,Winter Weather,Z,502,SOUTHERN FAUQUIER,LWX,0,0,0,0,0.00K,0.00K,CoCoRaHS,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72251,435679,VIRGINIA,51,2013,February,Winter Weather,Z,54,ARLINGTON,LWX,0,0,0,0,0.00K,0.00K,ASOS,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72251,435681,VIRGINIA,51,2013,February,Winter Weather,Z,501,NORTHERN FAUQUIER,LWX,0,0,0,0,0.00K,0.00K,CoCoRaHS,,99999999,9999,20130508,307,,
201302,1,500,201302,1,900,72251,435680,VIRGINIA,51,2013,February,Winter Weather,Z,53,FAIRFAX,LWX,0,0,0,0,0.00K,0.00K,NWS Employee,,99999999,9999,20130508,307,,
201302,1,0,201302,28,2359,72194,435461,IOWA,19,2013,February,Drought,Z,21,CHEROKEE,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72194,435463,IOWA,19,2013,February,Drought,Z,3,DICKINSON,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,72194,435462,IOWA,19,2013,February,Drought,Z,14,CLAY,FSD,0,0,0,0,,,Drought Monitor,,99999999,9999,20130429,1302,,
201302,1,0,201302,28,2359,71901,433151,TEXAS,48,2013,February,Drought,Z,194,LEE,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,28,2359,71901,433134,TEXAS,48,2013,February,Drought,Z,190,BLANCO,EWX,0,0,0,0,0.00K,0.00K,Official NWS Observations,,99999999,9999,20130424,1503,,
201302,1,0,201302,12,2359,72334,436730,ALABAMA,1,2013,February,Drought,Z,43,ELMORE,BMX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130501,540,20130508,939,,
201302,1,0,201302,26,2359,72334,436736,ALABAMA,1,2013,February,Drought,Z,47,LEE,BMX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130501,540,20130508,939,,
201302,1,0,201302,12,2359,72334,436734,ALABAMA,1,2013,February,Drought,Z,21,CLEBURNE,BMX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130501,540,20130508,939,,
201302,1,0,201302,12,2359,72334,436733,ALABAMA,1,2013,February,Drought,Z,37,TALLAPOOSA,BMX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130501,540,20130508,939,,
201302,1,0,201302,12,2359,72334,436732,ALABAMA,1,2013,February,Drought,Z,48,RUSSELL,BMX,0,0,0,0,0.00K,0.00K,Drought Monitor,,20130501,540,20130508,939,,
201302,1,0,201302,18,2359,72190,435419,TEXAS,48,2013,February,Drought,Z,248,ZAPATA,BRO,0,0,0,0,0.00K,,Drought Monitor,,20130430,1404,20130430,1442,,
201302,1,0,201302,28,2359,72273,436144,SOUTH DAKOTA,46,2013,February,Drought,Z,33,STANLEY,ABR,0,0,0,0,,,Drought Monitor,,20130426,759,20130426,922,,
